# gene name           KO     thrshld  score   E-value KO definition
* LOC_Os09g26610.1    K14488   33.03  121.2     4e-35 SAUR family protein
* LOC_Os09g26650.1    K22071  199.80  243.6   1.1e-72 ferredoxin-2, mitochondrial
* LOC_Os09g26660.1    K13447  504.13 1353.4         0 respiratory burst oxidase [EC:1.6.3.- 1.11.1.-]
* LOC_Os09g26700.1    K00894  337.13  415.2  2.1e-124 ethanolamine kinase [EC:2.7.1.82]
* LOC_Os09g26730.1    K04078   32.20  241.3     4e-72 chaperonin GroES
* LOC_Os09g26760.1    K15340  311.43  598.1  1.1e-179 DNA cross-link repair 1A protein
* LOC_Os09g26770.3    K02881   40.53   70.2   1.4e-19 large subunit ribosomal protein L18
* LOC_Os09g26770.2    K02881   40.53   69.2   2.8e-19 large subunit ribosomal protein L18
* LOC_Os09g26780.1    K13464   22.20  156.2   1.1e-45 jasmonate ZIM domain-containing protein
* LOC_Os09g26810.1    K08908  327.50  477.5  1.6e-143 light-harvesting complex I chlorophyll a/b binding protein 2
* LOC_Os09g26820.1    K07195   66.20  623.2  3.4e-187 exocyst complex component 7
* LOC_Os09g26880.1    K14085  791.43  981.5  1.2e-295 aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]
* LOC_Os09g26900.1    K14686   49.67  124.5   2.3e-36 solute carrier family 31 (copper transporter), member 1
* LOC_Os09g26920.1    K15333  231.87  254.3   1.3e-75 tRNA guanosine-2'-O-methyltransferase [EC:2.1.1.34]
* LOC_Os09g26940.1    K20623  725.60  902.4  3.6e-272 typhasterol/6-deoxotyphasterol 2alpha-hydroxylase
* LOC_Os09g26960.1    K20623  725.60  972.3  2.3e-293 typhasterol/6-deoxotyphasterol 2alpha-hydroxylase
* LOC_Os09g26970.1    K20623  725.60  918.0  6.8e-277 typhasterol/6-deoxotyphasterol 2alpha-hydroxylase
* LOC_Os09g26980.1    K20623  725.60  892.2  4.6e-269 typhasterol/6-deoxotyphasterol 2alpha-hydroxylase
* LOC_Os09g26999.2    K24773   87.13   93.1     1e-26 guanine nucleotide-binding protein subunit gamma 3, plant
* LOC_Os09g26999.1    K24773   87.13  166.5     4e-49 guanine nucleotide-binding protein subunit gamma 3, plant
* LOC_Os09g27030.2    K01366  417.60  563.5  4.1e-169 cathepsin H [EC:3.4.22.16]
* LOC_Os09g27050.1    K00951  604.43  611.9  1.5e-183 GTP pyrophosphokinase [EC:2.7.6.5]
* LOC_Os09g27060.1    K19001  780.83  957.9  2.6e-288 ATP-dependent DNA helicase
* LOC_Os09g27080.1    K23280  347.97  519.2  6.3e-156 rhamnogalacturonan I rhamnosyltransferase [EC:2.4.1.351]
* LOC_Os09g27080.2    K23280  347.97  461.6  1.8e-138 rhamnogalacturonan I rhamnosyltransferase [EC:2.4.1.351]
* LOC_Os09g27130.1    K23222   77.00  134.0   3.2e-39 nuclease HARBI1 [EC:3.1.-.-]
* LOC_Os09g27140.2    K13528   61.33  175.0   1.1e-51 mediator of RNA polymerase II transcription subunit 20
* LOC_Os09g27140.1    K13528   61.33  175.0   1.1e-51 mediator of RNA polymerase II transcription subunit 20
* LOC_Os09g27210.1    K00679  240.40  915.6  2.1e-275 phospholipid:diacylglycerol acyltransferase [EC:2.3.1.158]
* LOC_Os09g27240.2    K15121  229.97  297.4   7.5e-89 solute carrier family 25, member 44
* LOC_Os09g27240.1    K15121  229.97  297.4   7.5e-89 solute carrier family 25, member 44
* LOC_Os09g27340.1    K08900  145.43  377.6  8.3e-113 mitochondrial chaperone BCS1
* LOC_Os09g27370.1    K16570  448.13  903.4  1.3e-271 gamma-tubulin complex component 3
* LOC_Os09g27370.2    K16570  448.13  903.4  1.3e-271 gamma-tubulin complex component 3
* LOC_Os09g27390.1    K17604  159.30  280.6   1.3e-83 zinc finger SWIM domain-containing protein 3
* LOC_Os09g27420.1    K01938  892.63  965.7  5.3e-291 formate--tetrahydrofolate ligase [EC:6.3.4.3]
* LOC_Os09g27420.2    K01938  892.63  949.6  3.9e-286 formate--tetrahydrofolate ligase [EC:6.3.4.3]
* LOC_Os09g27450.1    K09338   75.73  241.0   1.6e-71 homeobox-leucine zipper protein
* LOC_Os09g27580.2    K03549  130.53  944.2  4.6e-284 KUP system potassium uptake protein
* LOC_Os09g27580.3    K03549  130.53  891.4  4.1e-268 KUP system potassium uptake protein
* LOC_Os09g27580.1    K03549  130.53  937.9  3.6e-282 KUP system potassium uptake protein
* LOC_Os09g27620.1    K26271  415.67  748.7  3.7e-225 PHD finger protein MS1/MMD1
* LOC_Os09g27650.1    K25871  405.37  483.8  3.2e-145 zinc finger protein IDD14/15/16
* LOC_Os09g27650.2    K25871  405.37  624.9    5e-188 zinc finger protein IDD14/15/16
* LOC_Os09g27700.1    K16732  159.77  456.9  7.9e-137 Ase1/PRC1/MAP65 family protein
* LOC_Os09g27700.2    K16732  159.77  456.9  7.9e-137 Ase1/PRC1/MAP65 family protein
* LOC_Os09g27750.1    K05933  313.03  530.4  1.6e-159 aminocyclopropanecarboxylate oxidase [EC:1.14.17.4]
* LOC_Os09g27770.1    K07497   14.00   36.0     3e-09 putative transposase
* LOC_Os09g27810.1    K07497   14.00   22.4   4.1e-05 putative transposase
* LOC_Os09g27820.1    K05933  313.03  536.5  2.2e-161 aminocyclopropanecarboxylate oxidase [EC:1.14.17.4]
* LOC_Os09g27830.3    K09584  273.77  436.1  1.2e-130 protein disulfide-isomerase A6 [EC:5.3.4.1]
* LOC_Os09g27830.1    K09584  273.77  519.6  5.6e-156 protein disulfide-isomerase A6 [EC:5.3.4.1]
* LOC_Os09g27830.2    K09584  273.77  376.4  1.5e-112 protein disulfide-isomerase A6 [EC:5.3.4.1]
* LOC_Os09g27910.1    K22683  397.23  409.2  1.8e-122 aspartyl protease family protein [EC:3.4.23.-]
* LOC_Os09g27930.1    K02927  204.67  297.0   5.1e-89 ubiquitin-large subunit ribosomal protein L40e
* LOC_Os09g27950.1    K20855  613.50  714.3  3.9e-215 beta-1,3-galactosyltransferase 1/2/3/4/5/7/8 [EC:2.4.1.-]
* LOC_Os09g27980.1    K20352  173.50  249.2   4.4e-74 p24 family protein delta-1
* LOC_Os09g28000.1    K03100  111.43  221.3   8.2e-66 signal peptidase I [EC:3.4.21.89]
* LOC_Os09g28019.1    K14307   99.53  264.4   1.6e-78 nucleoporin p58/p45
* LOC_Os09g28050.1    K23977  663.33  883.0  1.8e-266 L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase [EC:2.6.1.117]
* LOC_Os09g28050.1    K14267  448.33  491.2  1.9e-147 N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]
* LOC_Os09g28050.2    K23977  663.33  822.9    3e-248 L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase [EC:2.6.1.117]
* LOC_Os09g28050.2    K14267  448.33  470.5  3.5e-141 N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]
* LOC_Os09g28050.3    K23977  663.33  822.9    3e-248 L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase [EC:2.6.1.117]
* LOC_Os09g28050.3    K14267  448.33  470.5  3.5e-141 N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]
* LOC_Os09g28070.1    K07497   14.00   43.8   1.3e-11 putative transposase
* LOC_Os09g28100.1    K19225  161.10  192.7   5.5e-57 rhomboid protease GluP [EC:3.4.21.105]
* LOC_Os09g28160.1    K15102  157.07  496.3  5.4e-149 solute carrier family 25 (mitochondrial phosphate transporter), member 3
* LOC_Os09g28200.1    K09419  208.93  265.2   5.1e-79 heat shock transcription factor, other eukaryote
* LOC_Os09g28220.1    K25931  115.17  354.4  7.2e-106 NF-kappa-B-activating protein
* LOC_Os09g28260.1    K07497   14.00   27.1   1.5e-06 putative transposase
* LOC_Os09g28310.1    K14432   81.70  342.3  2.6e-102 ABA responsive element binding factor
* LOC_Os09g28354.1    K09419  208.93  238.1   8.9e-71 heat shock transcription factor, other eukaryote
* LOC_Os09g28370.1    K15255  133.30  210.9   1.7e-62 ATP-dependent DNA helicase PIF1 [EC:5.6.2.3]
* LOC_Os09g28390.1    K09843  517.10  858.6  1.1e-258 (+)-abscisic acid 8'-hydroxylase [EC:1.14.14.137]
* LOC_Os09g28400.1    K01176  226.57  291.5   7.9e-87 alpha-amylase [EC:3.2.1.1]
* LOC_Os09g28420.1    K01176  226.57  296.5   2.4e-88 alpha-amylase [EC:3.2.1.1]
* LOC_Os09g28440.1    K09286   88.23  151.8   1.4e-44 EREBP-like factor
* LOC_Os09g28460.1    K13681  119.07  700.7    2e-210 xyloglucan fucosyltransferase [EC:2.4.1.-]
* LOC_Os09g28480.1    K22521   91.63  253.6   1.6e-75 protein disulfide-isomerase [EC:5.3.4.1]
* LOC_Os09g28480.2    K22521   91.63  211.8   8.8e-63 protein disulfide-isomerase [EC:5.3.4.1]
* LOC_Os09g28550.1    K14499  114.47  178.6   1.6e-52 BRI1 kinase inhibitor 1
* LOC_Os09g28570.1    K07119  330.77  413.5  5.4e-124 prostaglandin reductase 3 [EC:1.3.1.48]
* LOC_Os09g28570.1    K00069  221.73  236.6   2.8e-70 15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141]
* LOC_Os09g28570.3    K07119  330.77  346.3  1.4e-103 prostaglandin reductase 3 [EC:1.3.1.48]
* LOC_Os09g28570.3    K00069  221.73  237.0   2.1e-70 15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141]
* LOC_Os09g28570.2    K07119  330.77  378.0  3.2e-113 prostaglandin reductase 3 [EC:1.3.1.48]
* LOC_Os09g28570.2    K00069  221.73  236.8   2.4e-70 15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141]
* LOC_Os09g28590.1    K17867  100.60  164.0   2.4e-48 diphthamide biosynthesis protein 4
* LOC_Os09g28590.3    K17867  100.60  164.3   1.9e-48 diphthamide biosynthesis protein 4
* LOC_Os09g28590.2    K17867  100.60  164.0   2.4e-48 diphthamide biosynthesis protein 4
* LOC_Os09g28610.1    K14006  278.60 1251.0         0 protein transport protein SEC23
* LOC_Os09g28680.1    K07497   14.00   50.8   9.3e-14 putative transposase
* LOC_Os09g28810.1    K25102  161.40  203.1   4.3e-60 tRNA selenocysteine 1-associated protein 1
* LOC_Os09g28830.1    K16297  481.97  514.2  2.3e-154 serine carboxypeptidase-like clade II [EC:3.4.16.-]
* LOC_Os09g28840.1    K16297  481.97  499.9  4.9e-150 serine carboxypeptidase-like clade II [EC:3.4.16.-]
* LOC_Os09g28910.2    K01673   18.73  225.4   7.4e-67 carbonic anhydrase [EC:4.2.1.1]
* LOC_Os09g28910.4    K01673   18.73  223.9   2.2e-66 carbonic anhydrase [EC:4.2.1.1]
* LOC_Os09g28910.3    K01673   18.73  223.9   2.2e-66 carbonic anhydrase [EC:4.2.1.1]
* LOC_Os09g28910.1    K01673   18.73  226.8   2.9e-67 carbonic anhydrase [EC:4.2.1.1]
* LOC_Os09g28910.5    K01673   18.73  156.0     8e-46 carbonic anhydrase [EC:4.2.1.1]
* LOC_Os09g28930.1    K06934   40.53   46.6   1.5e-12 uncharacterized protein
* LOC_Os09g28940.1    K11855  480.60  577.6  3.6e-173 ubiquitin carboxyl-terminal hydrolase 36/42 [EC:3.4.19.12]
* LOC_Os09g28970.1    K07497   14.00   29.5   2.9e-07 putative transposase
* LOC_Os09g29050.1    K15104  349.13  443.3  4.4e-133 solute carrier family 25 (mitochondrial oxoglutarate transporter), member 11
* LOC_Os09g29070.1    K01810  184.13  442.5    2e-132 glucose-6-phosphate isomerase [EC:5.3.1.9]
* LOC_Os09g29100.1    K18810  310.43  426.3  9.5e-128 cyclin D1/2/4, plant
* LOC_Os09g29190.1    K01923  164.43  438.1  3.2e-131 phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]
* LOC_Os09g29190.2    K01923  164.43  408.3  3.5e-122 phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]
* LOC_Os09g29200.1    K00799   71.97  139.2   1.3e-40 glutathione S-transferase [EC:2.5.1.18]
* LOC_Os09g29284.1    K03327  265.97  566.2  7.4e-170 MATE family, multidrug and toxin extrusion protein
* LOC_Os09g29310.1    K10664  217.83  370.4  8.6e-111 E3 ubiquitin-protein ligase ATL6/9/15/31/42/55 [EC:2.3.2.27]
* LOC_Os09g29420.1    K00777  554.53  774.4  6.2e-233 queuine tRNA-ribosyltransferase catalytic subunit [EC:2.4.2.64]
* LOC_Os09g29430.1    K03319  484.10  720.2  1.1e-216 divalent anion:Na+ symporter, DASS family
* LOC_Os09g29460.1    K09338   75.73  178.7   1.4e-52 homeobox-leucine zipper protein
* LOC_Os09g29480.1    K23953  180.20  310.3   1.1e-92 plant cysteine oxidase [EC:1.13.11.-]
* LOC_Os09g29490.1    K00430  110.93  446.0  1.4e-133 peroxidase [EC:1.11.1.7]
* LOC_Os09g29630.1    K15334  858.93 1030.0         0 multisite-specific tRNA:(cytosine-C5)-methyltransferase [EC:2.1.1.202]
* LOC_Os09g29660.1    K05681  599.77  776.7  1.1e-233 ATP-binding cassette, subfamily G (WHITE), member 2
* LOC_Os09g29670.1    K05681  599.77  767.6  6.2e-231 ATP-binding cassette, subfamily G (WHITE), member 2
* LOC_Os09g29690.1    K20628   83.20   97.1   5.9e-28 expansin
* LOC_Os09g29710.1    K20628   83.20   92.8   1.2e-26 expansin
* LOC_Os09g29820.1    K25786  103.13  106.5     8e-31 bZIP transcription factor 1/2/11/44/53
* LOC_Os09g29825.1    K23541   38.97  164.4   2.7e-48 Ca2+/H+ antiporter, TMEM165/GDT1 family
* LOC_Os09g29840.2    K04079   86.77  629.2  9.2e-189 molecular chaperone HtpG
* LOC_Os09g29840.1    K09487 1072.00 1101.5         0 heat shock protein 90kDa beta
* LOC_Os09g29840.1    K04079   86.77  814.4  1.1e-244 molecular chaperone HtpG
* LOC_Os09g29940.1    K23280  347.97  843.1  3.9e-254 rhamnogalacturonan I rhamnosyltransferase [EC:2.4.1.351]
* LOC_Os09g29940.2    K23280  347.97  531.8  9.4e-160 rhamnogalacturonan I rhamnosyltransferase [EC:2.4.1.351]
* LOC_Os09g29980.2    K14398  131.17  180.7   3.4e-53 cleavage and polyadenylation specificity factor subunit 6/7
* LOC_Os09g29980.1    K14398  131.17  180.7   3.4e-53 cleavage and polyadenylation specificity factor subunit 6/7
* LOC_Os09g30090.1    K14829  143.33  190.4   3.3e-56 pre-rRNA-processing protein IPI3
* LOC_Os09g30100.1    K03500  303.83  364.3  1.1e-108 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]
* LOC_Os09g30100.2    K03500  303.83  359.2  3.6e-107 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]
* LOC_Os09g30150.1    K08286  407.10  494.4  6.5e-148 protein-serine/threonine kinase [EC:2.7.11.-]
* LOC_Os09g30150.2    K08286  407.10  494.4  6.5e-148 protein-serine/threonine kinase [EC:2.7.11.-]
* LOC_Os09g30150.3    K08286  407.10  494.4  6.5e-148 protein-serine/threonine kinase [EC:2.7.11.-]
* LOC_Os09g30160.1    K16285  124.53  158.1   1.1e-46 RING/U-box domain-containing protein [EC:2.3.2.27]
* LOC_Os09g30200.1    K19307  125.13  306.2   1.8e-91 25S rRNA (uracil2634-N3)-methyltransferase [EC:2.1.1.313]
* LOC_Os09g30210.1    K19307  125.13  306.4   1.5e-91 25S rRNA (uracil2634-N3)-methyltransferase [EC:2.1.1.313]
* LOC_Os09g30220.1    K13457  480.30  934.6  3.8e-281 disease resistance protein RPM1
* LOC_Os09g30250.1    K15333  231.87  264.8   9.1e-79 tRNA guanosine-2'-O-methyltransferase [EC:2.1.1.34]
* LOC_Os09g30280.1    K13648  577.40  880.1  7.9e-265 alpha-1,4-galacturonosyltransferase [EC:2.4.1.43]
* LOC_Os09g30310.1    K08066   97.97  245.7   4.4e-73 nuclear transcription factor Y, gamma
* LOC_Os09g30330.1    K26544  167.67  436.5  1.1e-130 phosphatidylinositol/phosphatidylcholine transfer protein
* LOC_Os09g30340.1    K08905  117.63  242.9   2.5e-72 photosystem I subunit V
* LOC_Os09g30360.1    K00588  333.23  373.3  6.5e-112 caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]
* LOC_Os09g30400.3    K18835  544.07  558.5  2.4e-167 WRKY transcription factor 2
* LOC_Os09g30400.2    K18835  544.07  558.5  2.4e-167 WRKY transcription factor 2
* LOC_Os09g30400.1    K18835  544.07  558.5  2.4e-167 WRKY transcription factor 2
* LOC_Os09g30411.1    K18726  237.57  307.2   1.1e-91 FAS-associated factor 2
* LOC_Os09g30412.1    K04079   86.77 1235.5         0 molecular chaperone HtpG
* LOC_Os09g30414.1    K22683  397.23  429.4  1.3e-128 aspartyl protease family protein [EC:3.4.23.-]
* LOC_Os09g30418.1    K04079   86.77 1254.1         0 molecular chaperone HtpG
* LOC_Os09g30458.1    K25898  875.13 1125.0         0 CO(2)-response secreted protease
* LOC_Os09g30466.1    K00784   95.03  134.5   2.3e-39 ribonuclease Z [EC:3.1.26.11]
* LOC_Os09g30494.1    K07497   14.00   26.1     3e-06 putative transposase
* LOC_Os09g31019.1    K02927  204.67  291.9   1.8e-87 ubiquitin-large subunit ribosomal protein L40e
* LOC_Os09g31031.1    K02927  204.67  213.9   1.2e-63 ubiquitin-large subunit ribosomal protein L40e
* LOC_Os09g31031.2    K02927  204.67  277.5   4.7e-83 ubiquitin-large subunit ribosomal protein L40e
* LOC_Os09g31031.3    K02927  204.67  270.0   8.7e-81 ubiquitin-large subunit ribosomal protein L40e
* LOC_Os09g31050.1    K19219  167.10  418.6  1.5e-125 peptidyl-lysine (3S)-dioxygenase / protease [EC:1.14.11.63 3.4.-.-]
* LOC_Os09g31120.1    K06911   40.57  372.0  2.7e-111 quercetin 2,3-dioxygenase [EC:1.13.11.24]
* LOC_Os09g31130.1    K14445  143.03  532.5  9.5e-160 solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5
* LOC_Os09g31180.1    K02940  211.63  365.2  9.3e-110 large subunit ribosomal protein L9e
* LOC_Os09g31180.2    K02940  211.63  315.5   1.3e-94 large subunit ribosomal protein L9e
* LOC_Os09g31200.1    K24687  111.20  122.3   1.7e-35 AN1-type zinc finger protein 5/6
* LOC_Os09g31310.1    K00621   99.23  200.5   1.9e-59 glucosamine-phosphate N-acetyltransferase [EC:2.3.1.4]
* LOC_Os09g31380.1    K24444  502.07  648.4  4.8e-195 [histone H3]-dimethyl/trimethyl-L-lysine36 demethylase [EC:1.14.11.27 1.14.11.-]
* LOC_Os09g31390.2    K14431  129.13  571.4  7.6e-172 transcription factor TGA
* LOC_Os09g31390.1    K14431  129.13  571.0    1e-171 transcription factor TGA
* LOC_Os09g31390.3    K14431  129.13  545.4    6e-164 transcription factor TGA
* LOC_Os09g31400.1    K14514  200.60  564.1  2.7e-169 ethylene-insensitive protein 3
* LOC_Os09g31430.1    K01188  772.00  806.3  1.4e-242 beta-glucosidase [EC:3.2.1.21]
* LOC_Os09g31430.1    K05350  589.40  615.0  8.4e-185 beta-glucosidase [EC:3.2.1.21]
* LOC_Os09g31470.1    K06934   40.53   50.1   1.3e-13 uncharacterized protein
* LOC_Os09g31478.1    K24139  107.73  411.0  4.8e-123 auxin efflux carrier family protein
* LOC_Os09g31478.2    K24139  107.73  360.0  1.3e-107 auxin efflux carrier family protein
* LOC_Os09g31482.3    K12836  218.57  400.5  6.3e-120 splicing factor U2AF 35 kDa subunit
* LOC_Os09g31482.1    K12836  218.57  400.5  6.3e-120 splicing factor U2AF 35 kDa subunit
* LOC_Os09g31486.1    K04043  809.83  923.4    9e-278 molecular chaperone DnaK
* LOC_Os09g31970.1    K00021  233.00  842.0  2.9e-253 hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]
* LOC_Os09g32020.1    K14016   70.70  414.0  3.2e-124 ubiquitin fusion degradation protein 1
* LOC_Os09g32025.1    K01719   45.10   70.7   8.2e-20 uroporphyrinogen-III synthase [EC:4.2.1.75]
* LOC_Os09g32210.1    K17943  124.43  684.6  1.7e-205 pumilio RNA-binding family
* LOC_Os09g32220.1    K23564   73.50  342.6  1.3e-102 ER membrane protein complex subunit 3
* LOC_Os09g32274.1    K02959   29.83  156.7   4.1e-46 small subunit ribosomal protein S16
* LOC_Os09g32290.2    K00306  322.33  388.8  3.3e-116 sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]
* LOC_Os09g32300.3    K21444  216.97  241.8     9e-72 poly(rC)-binding protein 3/4
* LOC_Os09g32300.2    K21444  216.97  241.8     9e-72 poly(rC)-binding protein 3/4
* LOC_Os09g32300.1    K21444  216.97  358.2  4.5e-107 poly(rC)-binding protein 3/4
* LOC_Os09g32430.1    K18160   70.67  147.6   2.8e-43 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2
* LOC_Os09g32450.1    K03165  640.40  952.5  1.9e-286 DNA topoisomerase III [EC:5.6.2.1]
* LOC_Os09g32500.1    K02912   63.13  256.0   1.8e-76 large subunit ribosomal protein L32e
* LOC_Os09g32500.2    K02912   63.13  256.0   1.8e-76 large subunit ribosomal protein L32e
* LOC_Os09g32520.1    K02912   63.13  254.8   4.3e-76 large subunit ribosomal protein L32e
* LOC_Os09g32526.1    K09569  226.17  255.1   3.7e-76 FK506-binding protein 2 [EC:5.2.1.8]
* LOC_Os09g32526.1    K01802   73.67  113.4   7.7e-33 peptidylprolyl isomerase [EC:5.2.1.8]
* LOC_Os09g32526.2    K01802   73.67   96.3   1.1e-27 peptidylprolyl isomerase [EC:5.2.1.8]
* LOC_Os09g32532.2    K02912   63.13  257.6   6.3e-77 large subunit ribosomal protein L32e
* LOC_Os09g32532.1    K02912   63.13  257.6   6.3e-77 large subunit ribosomal protein L32e
* LOC_Os09g32570.1    K00224  275.70  557.1  1.3e-167 chloroplastic oxoene reductase [EC:1.3.1.-]
* LOC_Os09g32620.1    K00224  275.70  509.8    3e-153 chloroplastic oxoene reductase [EC:1.3.1.-]
* LOC_Os09g32640.1    K00224  275.70  572.5  2.7e-172 chloroplastic oxoene reductase [EC:1.3.1.-]
* LOC_Os09g32650.1    K01869  410.53  528.5  2.4e-158 leucyl-tRNA synthetase [EC:6.1.1.4]
* LOC_Os09g32670.1    K08679  370.77  566.4  3.6e-170 UDP-glucuronate 4-epimerase [EC:5.1.3.6]
* LOC_Os09g32680.1    K15161  176.37  392.7  1.2e-117 cyclin-C
* LOC_Os09g32680.4    K15161  176.37  265.8   4.1e-79 cyclin-C
* LOC_Os09g32680.2    K15161  176.37  334.9  4.3e-100 cyclin-C
* LOC_Os09g32680.3    K15161  176.37  282.2   4.5e-84 cyclin-C
* LOC_Os09g32690.2    K22651   69.50  131.0   4.5e-38 E3 ubiquitin-protein ligase RNF4 [EC:2.3.2.27]
* LOC_Os09g32690.3    K22651   69.50  131.0   4.5e-38 E3 ubiquitin-protein ligase RNF4 [EC:2.3.2.27]
* LOC_Os09g32690.1    K22651   69.50  131.0   4.5e-38 E3 ubiquitin-protein ligase RNF4 [EC:2.3.2.27]
* LOC_Os09g32700.1    K15326  101.90  249.0   5.8e-74 tRNA-splicing endonuclease subunit Sen54
* LOC_Os09g32710.1    K27075   67.97  239.8   3.7e-71 nucleolus and neural progenitor protein
* LOC_Os09g32740.1    K11844  323.93  610.8  3.1e-183 ubiquitin carboxyl-terminal hydrolase 16/45 [EC:3.4.19.12]
* LOC_Os09g32760.1    K10782  424.53  644.3  6.4e-194 fatty acyl-ACP thioesterase A [EC:3.1.2.14]
